# Tx(m) Ty(m) Rx(m) Ry(m) loss(dB)
2.800000 0.000000 0.000000 12.000000 1000.000000
2.800000 0.000000 2.800000 12.000000 1000.000000
2.800000 0.000000 5.600000 12.000000 1000.000000
2.800000 0.000000 8.400000 12.000000 1000.000000
2.800000 0.000000 11.200000 12.000000 1000.000000
2.800000 0.000000 14.000000 12.000000 1000.000000
2.800000 0.000000 16.800000 12.000000 1000.000000
2.800000 0.000000 19.600000 12.000000 1000.000000
2.800000 0.000000 22.400000 12.000000 1000.000000
2.800000 0.000000 25.200000 12.000000 1000.000000
2.800000 0.000000 28.000000 12.000000 1000.000000

2.800000 0.000000 0.000000 14.400000 1000.000000
2.800000 0.000000 2.800000 14.400000 1000.000000
2.800000 0.000000 5.600000 14.400000 1000.000000
2.800000 0.000000 8.400000 14.400000 1000.000000
2.800000 0.000000 11.200000 14.400000 1000.000000
2.800000 0.000000 14.000000 14.400000 1000.000000
2.800000 0.000000 16.800000 14.400000 1000.000000
2.800000 0.000000 19.600000 14.400000 1000.000000
2.800000 0.000000 22.400000 14.400000 1000.000000
2.800000 0.000000 25.200000 14.400000 1000.000000
2.800000 0.000000 28.000000 14.400000 1000.000000

2.800000 0.000000 0.000000 16.800000 1000.000000
2.800000 0.000000 2.800000 16.800000 1000.000000
2.800000 0.000000 5.600000 16.800000 1000.000000
2.800000 0.000000 8.400000 16.800000 1000.000000
2.800000 0.000000 11.200000 16.800000 1000.000000
2.800000 0.000000 14.000000 16.800000 1000.000000
2.800000 0.000000 16.800000 16.800000 1000.000000
2.800000 0.000000 19.600000 16.800000 1000.000000
2.800000 0.000000 22.400000 16.800000 1000.000000
2.800000 0.000000 25.200000 16.800000 1000.000000
2.800000 0.000000 28.000000 16.800000 1000.000000

2.800000 0.000000 0.000000 19.200000 1000.000000
2.800000 0.000000 2.800000 19.200000 1000.000000
2.800000 0.000000 5.600000 19.200000 1000.000000
2.800000 0.000000 8.400000 19.200000 1000.000000
2.800000 0.000000 11.200000 19.200000 1000.000000
2.800000 0.000000 14.000000 19.200000 1000.000000
2.800000 0.000000 16.800000 19.200000 1000.000000
2.800000 0.000000 19.600000 19.200000 1000.000000
2.800000 0.000000 22.400000 19.200000 1000.000000
2.800000 0.000000 25.200000 19.200000 1000.000000
2.800000 0.000000 28.000000 19.200000 1000.000000

2.800000 0.000000 0.000000 21.600000 1000.000000
2.800000 0.000000 2.800000 21.600000 1000.000000
2.800000 0.000000 5.600000 21.600000 1000.000000
2.800000 0.000000 8.400000 21.600000 1000.000000
2.800000 0.000000 11.200000 21.600000 1000.000000
2.800000 0.000000 14.000000 21.600000 1000.000000
2.800000 0.000000 16.800000 21.600000 1000.000000
2.800000 0.000000 19.600000 21.600000 1000.000000
2.800000 0.000000 22.400000 21.600000 1000.000000
2.800000 0.000000 25.200000 21.600000 1000.000000
2.800000 0.000000 28.000000 21.600000 1000.000000

2.800000 0.000000 0.000000 24.000000 1000.000000
2.800000 0.000000 2.800000 24.000000 1000.000000
2.800000 0.000000 5.600000 24.000000 1000.000000
2.800000 0.000000 8.400000 24.000000 1000.000000
2.800000 0.000000 11.200000 24.000000 1000.000000
2.800000 0.000000 14.000000 24.000000 1000.000000
2.800000 0.000000 16.800000 24.000000 1000.000000
2.800000 0.000000 19.600000 24.000000 1000.000000
2.800000 0.000000 22.400000 24.000000 1000.000000
2.800000 0.000000 25.200000 24.000000 1000.000000
2.800000 0.000000 28.000000 24.000000 1000.000000

5.600000 0.000000 0.000000 0.000000 1000.000000
5.600000 0.000000 2.800000 0.000000 48.987385
5.600000 0.000000 5.600000 0.000000 0.000000
5.600000 0.000000 8.400000 0.000000 48.987385
5.600000 0.000000 11.200000 0.000000 55.007985
5.600000 0.000000 14.000000 0.000000 58.529811
5.600000 0.000000 16.800000 0.000000 61.028585
5.600000 0.000000 19.600000 0.000000 62.966786
5.600000 0.000000 22.400000 0.000000 64.550410
5.600000 0.000000 25.200000 0.000000 65.889346
5.600000 0.000000 28.000000 0.000000 1000.000000

5.600000 0.000000 0.000000 2.400000 1000.000000
5.600000 0.000000 2.800000 2.400000 1000.000000
5.600000 0.000000 5.600000 2.400000 1000.000000
5.600000 0.000000 8.400000 2.400000 1000.000000
5.600000 0.000000 11.200000 2.400000 1000.000000
5.600000 0.000000 14.000000 2.400000 1000.000000
5.600000 0.000000 16.800000 2.400000 1000.000000
5.600000 0.000000 19.600000 2.400000 1000.000000
5.600000 0.000000 22.400000 2.400000 1000.000000
5.600000 0.000000 25.200000 2.400000 1000.000000
5.600000 0.000000 28.000000 2.400000 1000.000000

5.600000 0.000000 0.000000 4.800000 1000.000000
5.600000 0.000000 2.800000 4.800000 1000.000000
5.600000 0.000000 5.600000 4.800000 1000.000000
5.600000 0.000000 8.400000 4.800000 1000.000000
5.600000 0.000000 11.200000 4.800000 1000.000000
5.600000 0.000000 14.000000 4.800000 1000.000000
5.600000 0.000000 16.800000 4.800000 1000.000000
5.600000 0.000000 19.600000 4.800000 1000.000000
5.600000 0.000000 22.400000 4.800000 1000.000000
5.600000 0.000000 25.200000 4.800000 1000.000000
5.600000 0.000000 28.000000 4.800000 1000.000000

5.600000 0.000000 0.000000 7.200000 1000.000000
5.600000 0.000000 2.800000 7.200000 1000.000000
5.600000 0.000000 5.600000 7.200000 1000.000000
5.600000 0.000000 8.400000 7.200000 1000.000000
5.600000 0.000000 11.200000 7.200000 1000.000000
5.600000 0.000000 14.000000 7.200000 1000.000000
5.600000 0.000000 16.800000 7.200000 1000.000000
5.600000 0.000000 19.600000 7.200000 1000.000000
5.600000 0.000000 22.400000 7.200000 1000.000000
5.600000 0.000000 25.200000 7.200000 1000.000000
5.600000 0.000000 28.000000 7.200000 1000.000000

5.600000 0.000000 0.000000 9.600000 1000.000000
5.600000 0.000000 2.800000 9.600000 1000.000000
5.600000 0.000000 5.600000 9.600000 1000.000000
5.600000 0.000000 8.400000 9.600000 1000.000000
5.600000 0.000000 11.200000 9.600000 1000.000000
5.600000 0.000000 14.000000 9.600000 1000.000000
5.600000 0.000000 16.800000 9.600000 1000.000000
5.600000 0.000000 19.600000 9.600000 1000.000000
5.600000 0.000000 22.400000 9.600000 1000.000000
5.600000 0.000000 25.200000 9.600000 1000.000000
5.600000 0.000000 28.000000 9.600000 1000.000000

5.600000 0.000000 0.000000 12.000000 1000.000000
5.600000 0.000000 2.800000 12.000000 1000.000000
5.600000 0.000000 5.600000 12.000000 1000.000000
5.600000 0.000000 8.400000 12.000000 1000.000000
5.600000 0.000000 11.200000 12.000000 1000.000000
5.600000 0.000000 14.000000 12.000000 1000.000000
5.600000 0.000000 16.800000 12.000000 1000.000000
5.600000 0.000000 19.600000 12.000000 1000.000000
5.600000 0.000000 22.400000 12.000000 1000.000000
5.600000 0.000000 25.200000 12.000000 1000.000000
5.600000 0.000000 28.000000 12.000000 1000.000000

5.600000 0.000000 0.000000 14.400000 1000.000000
5.600000 0.000000 2.800000 14.400000 1000.000000
5.600000 0.000000 5.600000 14.400000 1000.000000
5.600000 0.000000 8.400000 14.400000 1000.000000
5.600000 0.000000 11.200000 14.400000 1000.000000
5.600000 0.000000 14.000000 14.400000 1000.000000
5.600000 0.000000 16.800000 14.400000 1000.000000
5.600000 0.000000 19.600000 14.400000 1000.000000
5.600000 0.000000 22.400000 14.400000 1000.000000
5.600000 0.000000 25.200000 14.400000 1000.000000
5.600000 0.000000 28.000000 14.400000 1000.000000

5.600000 0.000000 0.000000 16.800000 1000.000000
5.600000 0.000000 2.800000 16.800000 1000.000000
5.600000 0.000000 5.600000 16.800000 1000.000000
5.600000 0.000000 8.400000 16.800000 1000.000000
5.600000 0.000000 11.200000 16.800000 1000.000000
5.600000 0.000000 14.000000 16.800000 1000.000000
5.600000 0.000000 16.800000 16.800000 1000.000000
5.600000 0.000000 19.600000 16.800000 1000.000000
5.600000 0.000000 22.400000 16.800000 1000.000000
5.600000 0.000000 25.200000 16.800000 1000.000000
5.600000 0.000000 28.000000 16.800000 1000.000000

5.600000 0.000000 0.000000 19.200000 1000.000000
5.600000 0.000000 2.800000 19.200000 1000.000000
5.600000 0.000000 5.600000 19.200000 1000.000000
5.600000 0.000000 8.400000 19.200000 1000.000000
5.600000 0.000000 11.200000 19.200000 1000.000000
5.600000 0.000000 14.000000 19.200000 1000.000000
5.600000 0.000000 16.800000 19.200000 1000.000000
5.600000 0.000000 19.600000 19.200000 1000.000000
5.600000 0.000000 22.400000 19.200000 1000.000000
5.600000 0.000000 25.200000 19.200000 1000.000000
5.600000 0.000000 28.000000 19.200000 1000.000000

5.600000 0.000000 0.000000 21.600000 1000.000000
5.600000 0.000000 2.800000 21.600000 1000.000000
5.600000 0.000000 5.600000 21.600000 1000.000000
5.600000 0.000000 8.400000 21.600000 1000.000000
5.600000 0.000000 11.200000 21.600000 1000.000000
5.600000 0.000000 14.000000 21.600000 1000.000000
5.600000 0.000000 16.800000 21.600000 1000.000000
5.600000 0.000000 19.600000 21.600000 1000.000000
5.600000 0.000000 22.400000 21.600000 1000.000000
5.600000 0.000000 25.200000 21.600000 1000.000000
5.600000 0.000000 28.000000 21.600000 1000.000000

5.600000 0.000000 0.000000 24.000000 1000.000000
5.600000 0.000000 2.800000 24.000000 1000.000000
5.600000 0.000000 5.600000 24.000000 1000.000000
5.600000 0.000000 8.400000 24.000000 1000.000000
5.600000 0.000000 11.200000 24.000000 1000.000000
5.600000 0.000000 14.000000 24.000000 1000.000000
5.600000 0.000000 16.800000 24.000000 1000.000000
5.600000 0.000000 19.600000 24.000000 1000.000000
5.600000 0.000000 22.400000 24.000000 1000.000000
5.600000 0.000000 25.200000 24.000000 1000.000000
5.600000 0.000000 28.000000 24.000000 1000.000000

8.400000 0.000000 0.000000 0.000000 1000.000000
8.400000 0.000000 2.800000 0.000000 55.007985
8.400000 0.000000 5.600000 0.000000 48.987385
8.400000 0.000000 8.400000 0.000000 0.000000
8.400000 0.000000 11.200000 0.000000 48.987385
8.400000 0.000000 14.000000 0.000000 55.007985
8.400000 0.000000 16.800000 0.000000 58.529811
8.400000 0.000000 19.600000 0.000000 61.028585
8.400000 0.000000 22.400000 0.000000 62.966786
8.400000 0.000000 25.200000 0.000000 64.550410
8.400000 0.000000 28.000000 0.000000 1000.000000

8.400000 0.000000 0.000000 2.400000 1000.000000
8.400000 0.000000 2.800000 2.400000 1000.000000
8.400000 0.000000 5.600000 2.400000 1000.000000
8.400000 0.000000 8.400000 2.400000 1000.000000
8.400000 0.000000 11.200000 2.400000 1000.000000
8.400000 0.000000 14.000000 2.400000 1000.000000
8.400000 0.000000 16.800000 2.400000 1000.000000
8.400000 0.000000 19.600000 2.400000 1000.000000
8.400000 0.000000 22.400000 2.400000 1000.000000
8.400000 0.000000 25.200000 2.400000 1000.000000
8.400000 0.000000 28.000000 2.400000 1000.000000

8.400000 0.000000 0.000000 4.800000 1000.000000
8.400000 0.000000 2.800000 4.800000 1000.000000
8.400000 0.000000 5.600000 4.800000 1000.000000
8.400000 0.000000 8.400000 4.800000 1000.000000
8.400000 0.000000 11.200000 4.800000 1000.000000
8.400000 0.000000 14.000000 4.800000 1000.000000
8.400000 0.000000 16.800000 4.800000 1000.000000
8.400000 0.000000 19.600000 4.800000 1000.000000
8.400000 0.000000 22.400000 4.800000 1000.000000
8.400000 0.000000 25.200000 4.800000 1000.000000
8.400000 0.000000 28.000000 4.800000 1000.000000

8.400000 0.000000 0.000000 7.200000 1000.000000
8.400000 0.000000 2.800000 7.200000 1000.000000
8.400000 0.000000 5.600000 7.200000 1000.000000
8.400000 0.000000 8.400000 7.200000 1000.000000
8.400000 0.000000 11.200000 7.200000 1000.000000
8.400000 0.000000 14.000000 7.200000 1000.000000
8.400000 0.000000 16.800000 7.200000 1000.000000
8.400000 0.000000 19.600000 7.200000 1000.000000
8.400000 0.000000 22.400000 7.200000 1000.000000
8.400000 0.000000 25.200000 7.200000 1000.000000
8.400000 0.000000 28.000000 7.200000 1000.000000

8.400000 0.000000 0.000000 9.600000 1000.000000
8.400000 0.000000 2.800000 9.600000 1000.000000
8.400000 0.000000 5.600000 9.600000 1000.000000
8.400000 0.000000 8.400000 9.600000 1000.000000
8.400000 0.000000 11.200000 9.600000 1000.000000
8.400000 0.000000 14.000000 9.600000 1000.000000
8.400000 0.000000 16.800000 9.600000 1000.000000
8.400000 0.000000 19.600000 9.600000 1000.000000
8.400000 0.000000 22.400000 9.600000 1000.000000
8.400000 0.000000 25.200000 9.600000 1000.000000
8.400000 0.000000 28.000000 9.600000 1000.000000

8.400000 0.000000 0.000000 12.000000 1000.000000
8.400000 0.000000 2.800000 12.000000 1000.000000
8.400000 0.000000 5.600000 12.000000 1000.000000
8.400000 0.000000 8.400000 12.000000 1000.000000
8.400000 0.000000 11.200000 12.000000 1000.000000
8.400000 0.000000 14.000000 12.000000 1000.000000
8.400000 0.000000 16.800000 12.000000 1000.000000
8.400000 0.000000 19.600000 12.000000 1000.000000
8.400000 0.000000 22.400000 12.000000 1000.000000
8.400000 0.000000 25.200000 12.000000 1000.000000
8.400000 0.000000 28.000000 12.000000 1000.000000

8.400000 0.000000 0.000000 14.400000 1000.000000
8.400000 0.000000 2.800000 14.400000 1000.000000
8.400000 0.000000 5.600000 14.400000 1000.000000
8.400000 0.000000 8.400000 14.400000 1000.000000
8.400000 0.000000 11.200000 14.400000 1000.000000
8.400000 0.000000 14.000000 14.400000 1000.000000
8.400000 0.000000 16.800000 14.400000 1000.000000
8.400000 0.000000 19.600000 14.400000 1000.000000
8.400000 0.000000 22.400000 14.400000 1000.000000
8.400000 0.000000 25.200000 14.400000 1000.000000
8.400000 0.000000 28.000000 14.400000 1000.000000

8.400000 0.000000 0.000000 16.800000 1000.000000
8.400000 0.000000 2.800000 16.800000 1000.000000
8.400000 0.000000 5.600000 16.800000 1000.000000
8.400000 0.000000 8.400000 16.800000 1000.000000
8.400000 0.000000 11.200000 16.800000 1000.000000
8.400000 0.000000 14.000000 16.800000 1000.000000
8.400000 0.000000 16.800000 16.800000 1000.000000
8.400000 0.000000 19.600000 16.800000 1000.000000
8.400000 0.000000 22.400000 16.800000 1000.000000
8.400000 0.000000 25.200000 16.800000 1000.000000
8.400000 0.000000 28.000000 16.800000 1000.000000

8.400000 0.000000 0.000000 19.200000 1000.000000
8.400000 0.000000 2.800000 19.200000 1000.000000
8.400000 0.000000 5.600000 19.200000 1000.000000
8.400000 0.000000 8.400000 19.200000 1000.000000
8.400000 0.000000 11.200000 19.200000 1000.000000
8.400000 0.000000 14.000000 19.200000 1000.000000
8.400000 0.000000 16.800000 19.200000 1000.000000
8.400000 0.000000 19.600000 19.200000 1000.000000
8.400000 0.000000 22.400000 19.200000 1000.000000
8.400000 0.000000 25.200000 19.200000 1000.000000
8.400000 0.000000 28.000000 19.200000 1000.000000

8.400000 0.000000 0.000000 21.600000 1000.000000
8.400000 0.000000 2.800000 21.600000 1000.000000
8.400000 0.000000 5.600000 21.600000 1000.000000
8.400000 0.000000 8.400000 21.600000 1000.000000
8.400000 0.000000 11.200000 21.600000 1000.000000
8.400000 0.000000 14.000000 21.600000 1000.000000
8.400000 0.000000 16.800000 21.600000 1000.000000
8.400000 0.000000 19.600000 21.600000 1000.000000
8.400000 0.000000 22.400000 21.600000 1000.000000
8.400000 0.000000 25.200000 21.600000 1000.000000
8.400000 0.000000 28.000000 21.600000 1000.000000

8.400000 0.000000 0.000000 24.000000 1000.000000
8.400000 0.000000 2.800000 24.000000 1000.000000
8.400000 0.000000 5.600000 24.000000 1000.000000
8.400000 0.000000 8.400000 24.000000 1000.000000
8.400000 0.000000 11.200000 24.000000 1000.000000
8.400000 0.000000 14.000000 24.000000 1000.000000
8.400000 0.000000 16.800000 24.000000 1000.000000
8.400000 0.000000 19.600000 24.000000 1000.000000
8.400000 0.000000 22.400000 24.000000 1000.000000
8.400000 0.000000 25.200000 24.000000 1000.000000
8.400000 0.000000 28.000000 24.000000 1000.000000

11.200000 0.000000 0.000000 0.000000 1000.000000
11.200000 0.000000 2.800000 0.000000 58.529811
11.200000 0.000000 5.600000 0.000000 55.007985
11.200000 0.000000 8.400000 0.000000 48.987385
11.200000 0.000000 11.200000 0.000000 0.000000
11.200000 0.000000 14.000000 0.000000 48.987385
11.200000 0.000000 16.800000 0.000000 55.007985
11.200000 0.000000 19.600000 0.000000 58.529811
11.200000 0.000000 22.400000 0.000000 61.028585
11.200000 0.000000 25.200000 0.000000 62.966786
11.200000 0.000000 28.000000 0.000000 1000.000000

11.200000 0.000000 0.000000 2.400000 1000.000000
11.200000 0.000000 2.800000 2.400000 1000.000000
11.200000 0.000000 5.600000 2.400000 1000.000000
11.200000 0.000000 8.400000 2.400000 1000.000000
11.200000 0.000000 11.200000 2.400000 1000.000000
11.200000 0.000000 14.000000 2.400000 1000.000000
11.200000 0.000000 16.800000 2.400000 1000.000000
11.200000 0.000000 19.600000 2.400000 1000.000000
11.200000 0.000000 22.400000 2.400000 1000.000000
11.200000 0.000000 25.200000 2.400000 1000.000000
11.200000 0.000000 28.000000 2.400000 1000.000000

11.200000 0.000000 0.000000 4.800000 1000.000000
11.200000 0.000000 2.800000 4.800000 1000.000000
11.200000 0.000000 5.600000 4.800000 1000.000000
11.200000 0.000000 8.400000 4.800000 1000.000000
11.200000 0.000000 11.200000 4.800000 1000.000000
11.200000 0.000000 14.000000 4.800000 1000.000000
11.200000 0.000000 16.800000 4.800000 1000.000000
11.200000 0.000000 19.600000 4.800000 1000.000000
11.200000 0.000000 22.400000 4.800000 1000.000000
11.200000 0.000000 25.200000 4.800000 1000.000000
11.200000 0.000000 28.000000 4.800000 1000.000000

11.200000 0.000000 0.000000 7.200000 1000.000000
11.200000 0.000000 2.800000 7.200000 1000.000000
11.200000 0.000000 5.600000 7.200000 1000.000000
11.200000 0.000000 8.400000 7.200000 1000.000000
11.200000 0.000000 11.200000 7.200000 1000.000000
11.200000 0.000000 14.000000 7.200000 1000.000000
11.200000 0.000000 16.800000 7.200000 1000.000000
11.200000 0.000000 19.600000 7.200000 1000.000000
11.200000 0.000000 22.400000 7.200000 1000.000000
11.200000 0.000000 25.200000 7.200000 1000.000000
11.200000 0.000000 28.000000 7.200000 1000.000000

11.200000 0.000000 0.000000 9.600000 1000.000000
11.200000 0.000000 2.800000 9.600000 1000.000000
11.200000 0.000000 5.600000 9.600000 1000.000000
11.200000 0.000000 8.400000 9.600000 1000.000000
11.200000 0.000000 11.200000 9.600000 1000.000000
11.200000 0.000000 14.000000 9.600000 1000.000000
11.200000 0.000000 16.800000 9.600000 1000.000000
11.200000 0.000000 19.600000 9.600000 1000.000000
11.200000 0.000000 22.400000 9.600000 1000.000000
11.200000 0.000000 25.200000 9.600000 1000.000000
