# Tx(m) Ty(m) Rx(m) Ry(m) loss(dB)
2.800000 4.800000 22.400000 21.600000 122.606836
2.800000 4.800000 25.200000 21.600000 124.428861
2.800000 4.800000 28.000000 21.600000 145.454808

2.800000 4.800000 0.000000 24.000000 80.380365
2.800000 4.800000 2.800000 24.000000 95.877902
2.800000 4.800000 5.600000 24.000000 105.364640
2.800000 4.800000 8.400000 24.000000 110.984785
2.800000 4.800000 11.200000 24.000000 115.080281
2.800000 4.800000 14.000000 24.000000 118.326254
2.800000 4.800000 16.800000 24.000000 121.025656
2.800000 4.800000 19.600000 24.000000 123.339807
2.800000 4.800000 22.400000 24.000000 125.366070
2.800000 4.800000 25.200000 24.000000 127.174954
2.800000 4.800000 28.000000 24.000000 120.510195

5.600000 4.800000 0.000000 0.000000 1000.000000
5.600000 4.800000 2.800000 0.000000 277.682953
5.600000 4.800000 5.600000 0.000000 277.517731
5.600000 4.800000 8.400000 0.000000 277.682953
5.600000 4.800000 11.200000 0.000000 277.153687
5.600000 4.800000 14.000000 0.000000 277.312927
5.600000 4.800000 16.800000 0.000000 286.228729
5.600000 4.800000 19.600000 0.000000 290.027374
5.600000 4.800000 22.400000 0.000000 293.579529
5.600000 4.800000 25.200000 0.000000 296.341888
5.600000 4.800000 28.000000 0.000000 169.078644

5.600000 4.800000 0.000000 2.400000 278.047089
5.600000 4.800000 2.800000 2.400000 1000.000000
5.600000 4.800000 5.600000 2.400000 128.710922
5.600000 4.800000 8.400000 2.400000 125.977524
5.600000 4.800000 11.200000 2.400000 132.177551
5.600000 4.800000 14.000000 2.400000 143.437225
5.600000 4.800000 16.800000 2.400000 149.008911
5.600000 4.800000 19.600000 2.400000 152.805542
5.600000 4.800000 22.400000 2.400000 155.715057
5.600000 4.800000 25.200000 2.400000 158.080490
5.600000 4.800000 28.000000 2.400000 176.705505

5.600000 4.800000 0.000000 4.800000 278.289368
5.600000 4.800000 2.800000 4.800000 126.617844
5.600000 4.800000 5.600000 4.800000 0.000000
5.600000 4.800000 8.400000 4.800000 48.987385
5.600000 4.800000 11.200000 4.800000 117.842796
5.600000 4.800000 14.000000 4.800000 1000.000000
5.600000 4.800000 16.800000 4.800000 149.094818
5.600000 4.800000 19.600000 4.800000 166.611343
5.600000 4.800000 22.400000 4.800000 157.634964
5.600000 4.800000 25.200000 4.800000 168.117264
5.600000 4.800000 28.000000 4.800000 176.746216

5.600000 4.800000 0.000000 7.200000 278.047089
5.600000 4.800000 2.800000 7.200000 124.923340
5.600000 4.800000 5.600000 7.200000 47.648450
5.600000 4.800000 8.400000 7.200000 51.379614
5.600000 4.800000 11.200000 7.200000 117.536552
5.600000 4.800000 14.000000 7.200000 1000.000000
5.600000 4.800000 16.800000 7.200000 149.008911
5.600000 4.800000 19.600000 7.200000 166.512100
5.600000 4.800000 22.400000 7.200000 157.597305
5.600000 4.800000 25.200000 7.200000 168.075104
5.600000 4.800000 28.000000 7.200000 176.705505

5.600000 4.800000 0.000000 9.600000 277.993164
5.600000 4.800000 2.800000 9.600000 122.766342
5.600000 4.800000 5.600000 9.600000 53.669050
5.600000 4.800000 8.400000 9.600000 54.940998
5.600000 4.800000 11.200000 9.600000 116.932632
5.600000 4.800000 14.000000 9.600000 1000.000000
5.600000 4.800000 16.800000 9.600000 148.779144
5.600000 4.800000 19.600000 9.600000 166.233521
5.600000 4.800000 22.400000 9.600000 157.490005
5.600000 4.800000 25.200000 9.600000 167.953278
5.600000 4.800000 28.000000 9.600000 176.586517

5.600000 4.800000 0.000000 12.000000 277.954468
5.600000 4.800000 2.800000 12.000000 118.797081
5.600000 4.800000 5.600000 12.000000 57.190875
5.600000 4.800000 8.400000 12.000000 57.802513
5.600000 4.800000 11.200000 12.000000 116.420547
5.600000 4.800000 14.000000 12.000000 114.317101
5.600000 4.800000 16.800000 12.000000 147.284805
5.600000 4.800000 19.600000 12.000000 146.375671
5.600000 4.800000 22.400000 12.000000 145.185989
5.600000 4.800000 25.200000 12.000000 155.425079
5.600000 4.800000 28.000000 12.000000 176.398621

5.600000 4.800000 0.000000 14.400000 278.169006
5.600000 4.800000 2.800000 14.400000 60.044225
5.600000 4.800000 5.600000 14.400000 59.689649
5.600000 4.800000 8.400000 14.400000 60.044225
5.600000 4.800000 11.200000 14.400000 98.799187
5.600000 4.800000 14.000000 14.400000 1000.000000
5.600000 4.800000 16.800000 14.400000 113.071404
5.600000 4.800000 19.600000 14.400000 165.339584
5.600000 4.800000 22.400000 14.400000 144.992630
5.600000 4.800000 25.200000 14.400000 167.525635
5.600000 4.800000 28.000000 14.400000 176.153366

5.600000 4.800000 0.000000 16.800000 278.217712
5.600000 4.800000 2.800000 16.800000 71.872765
5.600000 4.800000 5.600000 16.800000 61.627850
5.600000 4.800000 8.400000 16.800000 61.858087
5.600000 4.800000 11.200000 16.800000 62.483530
5.600000 4.800000 14.000000 16.800000 1000.000000
5.600000 4.800000 16.800000 16.800000 147.821014
5.600000 4.800000 19.600000 16.800000 164.829651
5.600000 4.800000 22.400000 16.800000 156.913666
5.600000 4.800000 25.200000 16.800000 167.255310
5.600000 4.800000 28.000000 16.800000 175.866470

5.600000 4.800000 0.000000 19.200000 278.308929
5.600000 4.800000 2.800000 19.200000 78.894240
5.600000 4.800000 5.600000 19.200000 63.211475
5.600000 4.800000 8.400000 19.200000 63.372648
5.600000 4.800000 11.200000 19.200000 112.439301
5.600000 4.800000 14.000000 19.200000 1000.000000
5.600000 4.800000 16.800000 19.200000 147.542236
5.600000 4.800000 19.600000 19.200000 164.328674
5.600000 4.800000 22.400000 19.200000 156.692535
5.600000 4.800000 25.200000 19.200000 166.969772
5.600000 4.800000 28.000000 19.200000 175.552185

5.600000 4.800000 0.000000 21.600000 278.437317
5.600000 4.800000 2.800000 21.600000 83.517005
5.600000 4.800000 5.600000 21.600000 114.215177
5.600000 4.800000 8.400000 21.600000 114.629793
5.600000 4.800000 11.200000 21.600000 134.094094
5.600000 4.800000 14.000000 21.600000 114.777202
5.600000 4.800000 16.800000 21.600000 154.798569
5.600000 4.800000 19.600000 21.600000 158.625366
5.600000 4.800000 22.400000 21.600000 161.592026
5.600000 4.800000 25.200000 21.600000 164.008652
5.600000 4.800000 28.000000 21.600000 175.222244

5.600000 4.800000 0.000000 24.000000 73.574490
5.600000 4.800000 2.800000 24.000000 106.074450
5.600000 4.800000 5.600000 24.000000 115.482031
5.600000 4.800000 8.400000 24.000000 121.042576
5.600000 4.800000 11.200000 24.000000 125.040732
5.600000 4.800000 14.000000 24.000000 128.102818
5.600000 4.800000 16.800000 24.000000 163.276733
5.600000 4.800000 19.600000 24.000000 166.891617
5.600000 4.800000 22.400000 24.000000 169.683121
5.600000 4.800000 25.200000 24.000000 171.937759
5.600000 4.800000 28.000000 24.000000 160.739838

8.400000 4.800000 0.000000 0.000000 118.070091
8.400000 4.800000 2.800000 0.000000 277.153687
8.400000 4.800000 5.600000 0.000000 277.682953
8.400000 4.800000 8.400000 0.000000 277.517731
8.400000 4.800000 11.200000 0.000000 291.880829
8.400000 4.800000 14.000000 0.000000 302.350189
8.400000 4.800000 16.800000 0.000000 308.089722
8.400000 4.800000 19.600000 0.000000 312.370178
8.400000 4.800000 22.400000 0.000000 315.732208
8.400000 4.800000 25.200000 0.000000 318.295685
8.400000 4.800000 28.000000 0.000000 191.225067

8.400000 4.800000 0.000000 2.400000 274.079773
8.400000 4.800000 2.800000 2.400000 123.384712
8.400000 4.800000 5.600000 2.400000 125.977524
8.400000 4.800000 8.400000 2.400000 128.710922
8.400000 4.800000 11.200000 2.400000 162.689972
8.400000 4.800000 14.000000 2.400000 169.808380
8.400000 4.800000 16.800000 2.400000 173.939590
8.400000 4.800000 19.600000 2.400000 177.025543
8.400000 4.800000 22.400000 2.400000 179.510040
8.400000 4.800000 25.200000 2.400000 181.615891
8.400000 4.800000 28.000000 2.400000 198.888565

8.400000 4.800000 0.000000 4.800000 274.268250
8.400000 4.800000 2.800000 4.800000 122.648911
8.400000 4.800000 5.600000 4.800000 48.987385
8.400000 4.800000 8.400000 4.800000 0.000000
8.400000 4.800000 11.200000 4.800000 139.990845
8.400000 4.800000 14.000000 4.800000 1000.000000
8.400000 4.800000 16.800000 4.800000 171.261810
8.400000 4.800000 19.600000 4.800000 188.793564
8.400000 4.800000 22.400000 4.800000 179.818863
8.400000 4.800000 25.200000 4.800000 190.316818
8.400000 4.800000 28.000000 4.800000 198.946014

8.400000 4.800000 0.000000 7.200000 274.079773
8.400000 4.800000 2.800000 7.200000 122.217842
8.400000 4.800000 5.600000 7.200000 51.379614
8.400000 4.800000 8.400000 7.200000 47.648450
8.400000 4.800000 11.200000 7.200000 138.831940
8.400000 4.800000 14.000000 7.200000 1000.000000
8.400000 4.800000 16.800000 7.200000 171.085754
8.400000 4.800000 19.600000 7.200000 188.625549
8.400000 4.800000 22.400000 7.200000 179.755798
8.400000 4.800000 25.200000 7.200000 190.253494
8.400000 4.800000 28.000000 7.200000 198.888565

8.400000 4.800000 0.000000 9.600000 274.402069
8.400000 4.800000 2.800000 9.600000 121.357697
8.400000 4.800000 5.600000 9.600000 54.940998
8.400000 4.800000 8.400000 9.600000 53.669050
8.400000 4.800000 11.200000 9.600000 137.329102
8.400000 4.800000 14.000000 9.600000 1000.000000
8.400000 4.800000 16.800000 9.600000 170.637344
8.400000 4.800000 19.600000 9.600000 188.166397
8.400000 4.800000 22.400000 9.600000 179.578140
8.400000 4.800000 25.200000 9.600000 190.072098
8.400000 4.800000 28.000000 9.600000 198.721588

8.400000 4.800000 0.000000 12.000000 274.365997
8.400000 4.800000 2.800000 12.000000 59.245458
8.400000 4.800000 5.600000 12.000000 57.802513
8.400000 4.800000 8.400000 12.000000 57.190875
8.400000 4.800000 11.200000 12.000000 136.230850
8.400000 4.800000 14.000000 12.000000 135.573273
8.400000 4.800000 16.800000 12.000000 170.066376
8.400000 4.800000 19.600000 12.000000 168.243759
8.400000 4.800000 22.400000 12.000000 178.166946
8.400000 4.800000 25.200000 12.000000 177.484360
8.400000 4.800000 28.000000 12.000000 198.459900

8.400000 4.800000 0.000000 14.400000 274.829529
8.400000 4.800000 2.800000 14.400000 69.442638
8.400000 4.800000 5.600000 14.400000 60.044225
8.400000 4.800000 8.400000 14.400000 59.689649
8.400000 4.800000 11.200000 14.400000 135.358597
8.400000 4.800000 14.000000 14.400000 1000.000000
8.400000 4.800000 16.800000 14.400000 134.570877
8.400000 4.800000 19.600000 14.400000 186.786621
8.400000 4.800000 22.400000 14.400000 166.848267
8.400000 4.800000 25.200000 14.400000 189.450638
8.400000 4.800000 28.000000 14.400000 198.123932

8.400000 4.800000 0.000000 16.800000 247.092743
8.400000 4.800000 2.800000 16.800000 83.342329
8.400000 4.800000 5.600000 16.800000 61.858087
8.400000 4.800000 8.400000 16.800000 61.627850
8.400000 4.800000 11.200000 16.800000 134.622162
8.400000 4.800000 14.000000 16.800000 1000.000000
8.400000 4.800000 16.800000 16.800000 134.107285
8.400000 4.800000 19.600000 16.800000 186.042877
8.400000 4.800000 22.400000 16.800000 178.653275
8.400000 4.800000 25.200000 16.800000 189.067215
8.400000 4.800000 28.000000 16.800000 197.735535

8.400000 4.800000 0.000000 19.200000 279.055603
8.400000 4.800000 2.800000 19.200000 89.371366
8.400000 4.800000 5.600000 19.200000 63.372648
8.400000 4.800000 8.400000 19.200000 63.211475
8.400000 4.800000 11.200000 19.200000 134.028717
8.400000 4.800000 14.000000 19.200000 1000.000000
8.400000 4.800000 16.800000 19.200000 168.396057
8.400000 4.800000 19.600000 19.200000 185.328842
8.400000 4.800000 22.400000 19.200000 178.301620
8.400000 4.800000 25.200000 19.200000 188.667404
8.400000 4.800000 28.000000 19.200000 197.314743

8.400000 4.800000 0.000000 21.600000 275.883636
8.400000 4.800000 2.800000 21.600000 93.589386
8.400000 4.800000 5.600000 21.600000 114.667352
8.400000 4.800000 8.400000 21.600000 114.717879
8.400000 4.800000 11.200000 21.600000 161.042419
8.400000 4.800000 14.000000 21.600000 171.201691
8.400000 4.800000 16.800000 21.600000 176.995392
8.400000 4.800000 19.600000 21.600000 181.028732
8.400000 4.800000 22.400000 21.600000 184.092377
8.400000 4.800000 25.200000 21.600000 186.559036
8.400000 4.800000 28.000000 21.600000 196.878036

8.400000 4.800000 0.000000 24.000000 85.467236
8.400000 4.800000 2.800000 24.000000 121.295996
8.400000 4.800000 5.600000 24.000000 130.486798
8.400000 4.800000 8.400000 24.000000 135.627720
8.400000 4.800000 11.200000 24.000000 169.212555
8.400000 4.800000 14.000000 24.000000 179.185089
8.400000 4.800000 16.800000 24.000000 184.967346
8.400000 4.800000 19.600000 24.000000 188.966385
8.400000 4.800000 22.400000 24.000000 191.978470
8.400000 4.800000 25.200000 24.000000 194.346207
8.400000 4.800000 28.000000 24.000000 183.491699

11.200000 4.800000 0.000000 0.000000 160.028992
11.200000 4.800000 2.800000 0.000000 283.145447
11.200000 4.800000 5.600000 0.000000 277.153687
11.200000 4.800000 8.400000 0.000000 277.682953
11.200000 4.800000 11.200000 0.000000 277.517731
11.200000 4.800000 14.000000 0.000000 277.682953
11.200000 4.800000 16.800000 0.000000 277.153687
11.200000 4.800000 19.600000 0.000000 277.312927
11.200000 4.800000 22.400000 0.000000 287.928009
11.200000 4.800000 25.200000 0.000000 291.938751
11.200000 4.800000 28.000000 0.000000 165.022247

11.200000 4.800000 0.000000 2.400000 288.296051
11.200000 4.800000 2.800000 2.400000 147.120041
11.200000 4.800000 5.600000 2.400000 139.017807
11.200000 4.800000 8.400000 2.400000 125.977524
11.200000 4.800000 11.200000 2.400000 128.710922
11.200000 4.800000 14.000000 2.400000 125.977524
11.200000 4.800000 16.800000 2.400000 138.142578
11.200000 4.800000 19.600000 2.400000 146.590408
11.200000 4.800000 22.400000 2.400000 151.391113
11.200000 4.800000 25.200000 2.400000 154.822647
11.200000 4.800000 28.000000 2.400000 172.990189

11.200000 4.800000 0.000000 4.800000 288.303680
11.200000 4.800000 2.800000 4.800000 157.425964
11.200000 4.800000 5.600000 4.800000 117.839783
11.200000 4.800000 8.400000 4.800000 139.966797
11.200000 4.800000 11.200000 4.800000 0.000000
11.200000 4.800000 14.000000 4.800000 1000.000000
11.200000 4.800000 16.800000 4.800000 117.787430
11.200000 4.800000 19.600000 4.800000 158.259964
11.200000 4.800000 22.400000 4.800000 149.305466
11.200000 4.800000 25.200000 4.800000 163.264465
11.200000 4.800000 28.000000 4.800000 173.063980

11.200000 4.800000 0.000000 7.200000 288.296051
11.200000 4.800000 2.800000 7.200000 157.162308
11.200000 4.800000 5.600000 7.200000 117.555687
11.200000 4.800000 8.400000 7.200000 137.805069
11.200000 4.800000 11.200000 7.200000 47.648450
11.200000 4.800000 14.000000 7.200000 1000.000000
11.200000 4.800000 16.800000 7.200000 117.498383
11.200000 4.800000 19.600000 7.200000 157.988602
11.200000 4.800000 22.400000 7.200000 149.220901
11.200000 4.800000 25.200000 7.200000 163.179688
11.200000 4.800000 28.000000 7.200000 172.990189

11.200000 4.800000 0.000000 9.600000 288.276398
11.200000 4.800000 2.800000 9.600000 156.492844
11.200000 4.800000 5.600000 9.600000 116.975075
11.200000 4.800000 8.400000 9.600000 134.831772
11.200000 4.800000 11.200000 9.600000 53.669050
11.200000 4.800000 14.000000 9.600000 1000.000000
11.200000 4.800000 16.800000 9.600000 116.914009
11.200000 4.800000 19.600000 9.600000 157.298523
11.200000 4.800000 22.400000 9.600000 148.993744
11.200000 4.800000 25.200000 9.600000 162.943344
11.200000 4.800000 28.000000 9.600000 172.776718

11.200000 4.800000 0.000000 12.000000 288.254944
11.200000 4.800000 2.800000 12.000000 114.966560
11.200000 4.800000 5.600000 12.000000 116.431099
11.200000 4.800000 8.400000 12.000000 57.802513
11.200000 4.800000 11.200000 12.000000 57.190875
11.200000 4.800000 14.000000 12.000000 57.802513
11.200000 4.800000 16.800000 12.000000 116.380585
11.200000 4.800000 19.600000 12.000000 114.837486
11.200000 4.800000 22.400000 12.000000 148.678314
11.200000 4.800000 25.200000 12.000000 146.957520
11.200000 4.800000 28.000000 12.000000 172.451981

11.200000 4.800000 0.000000 14.400000 288.238800
11.200000 4.800000 2.800000 14.400000 154.823639
11.200000 4.800000 5.600000 14.400000 116.019760
11.200000 4.800000 8.400000 14.400000 135.483505
11.200000 4.800000 11.200000 14.400000 59.689649
11.200000 4.800000 14.000000 14.400000 1000.000000
11.200000 4.800000 16.800000 14.400000 115.981247
11.200000 4.800000 19.600000 14.400000 155.567825
11.200000 4.800000 22.400000 14.400000 113.714630
11.200000 4.800000 25.200000 14.400000 162.185699
11.200000 4.800000 28.000000 14.400000 172.047226

11.200000 4.800000 0.000000 16.800000 288.236145
11.200000 4.800000 2.800000 16.800000 154.082169
11.200000 4.800000 5.600000 16.800000 105.340416
11.200000 4.800000 8.400000 16.800000 130.681763
11.200000 4.800000 11.200000 16.800000 61.627850
11.200000 4.800000 14.000000 16.800000 1000.000000
11.200000 4.800000 16.800000 16.800000 97.987694
11.200000 4.800000 19.600000 16.800000 154.797180
11.200000 4.800000 22.400000 16.800000 147.992081
11.200000 4.800000 25.200000 16.800000 161.756943
11.200000 4.800000 28.000000 16.800000 171.595261

11.200000 4.800000 0.000000 19.200000 288.469666
11.200000 4.800000 2.800000 19.200000 153.455627
11.200000 4.800000 5.600000 19.200000 63.823113
11.200000 4.800000 8.400000 19.200000 130.183334
11.200000 4.800000 11.200000 19.200000 63.211475
11.200000 4.800000 14.000000 19.200000 1000.000000
11.200000 4.800000 16.800000 19.200000 63.823113
11.200000 4.800000 19.600000 19.200000 154.143372
11.200000 4.800000 22.400000 19.200000 147.673508
11.200000 4.800000 25.200000 19.200000 161.339874
11.200000 4.800000 28.000000 19.200000 171.127960

11.200000 4.800000 0.000000 21.600000 288.282715
11.200000 4.800000 2.800000 21.600000 152.037155
11.200000 4.800000 5.600000 21.600000 114.725940
11.200000 4.800000 8.400000 21.600000 118.878906
11.200000 4.800000 11.200000 21.600000 114.728220
11.200000 4.800000 14.000000 21.600000 114.340168
11.200000 4.800000 16.800000 21.600000 146.765323
11.200000 4.800000 19.600000 21.600000 151.647049
11.200000 4.800000 22.400000 21.600000 156.640793
11.200000 4.800000 25.200000 21.600000 160.282547
11.200000 4.800000 28.000000 21.600000 170.659851

11.200000 4.800000 0.000000 24.000000 147.177399
11.200000 4.800000 2.800000 24.000000 160.566071
11.200000 4.800000 5.600000 24.000000 135.744489
11.200000 4.800000 8.400000 24.000000 140.031027
11.200000 4.800000 11.200000 24.000000 142.448059
11.200000 4.800000 14.000000 24.000000 143.506944
11.200000 4.800000 16.800000 24.000000 144.940352
11.200000 4.800000 19.600000 24.000000 142.099521
11.200000 4.800000 22.400000 24.000000 164.967590
11.200000 4.800000 25.200000 24.000000 168.441360
11.200000 4.800000 28.000000 24.000000 156.544281

14.000000 4.800000 0.000000 0.000000 1000.000000
14.000000 4.800000 2.800000 0.000000 1000.000000
14.000000 4.800000 5.600000 0.000000 1000.000000
14.000000 4.800000 8.400000 0.000000 1000.000000
14.000000 4.800000 11.200000 0.000000 1000.000000
14.000000 4.800000 14.000000 0.000000 1000.000000
14.000000 4.800000 16.800000 0.000000 1000.000000
14.000000 4.800000 19.600000 0.000000 1000.000000
14.000000 4.800000 22.400000 0.000000 1000.000000
14.000000 4.800000 25.200000 0.000000 1000.000000
14.000000 4.800000 28.000000 0.000000 1000.000000

14.000000 4.800000 0.000000 2.400000 1000.000000
14.000000 4.800000 2.800000 2.400000 1000.000000
14.000000 4.800000 5.600000 2.400000 1000.000000
14.000000 4.800000 8.400000 2.400000 1000.000000
14.000000 4.800000 11.200000 2.400000 1000.000000
14.000000 4.800000 14.000000 2.400000 1000.000000
14.000000 4.800000 16.800000 2.400000 1000.000000
14.000000 4.800000 19.600000 2.400000 1000.000000
14.000000 4.800000 22.400000 2.400000 1000.000000
14.000000 4.800000 25.200000 2.400000 1000.000000
14.000000 4.800000 28.000000 2.400000 1000.000000

14.000000 4.800000 0.000000 4.800000 1000.000000
14.000000 4.800000 2.800000 4.800000 1000.000000
14.000000 4.800000 5.600000 4.800000 1000.000000
14.000000 4.800000 8.400000 4.800000 1000.000000
14.000000 4.800000 11.200000 4.800000 1000.000000
14.000000 4.800000 14.000000 4.800000 1000.000000
14.000000 4.800000 16.800000 4.800000 1000.000000
14.000000 4.800000 19.600000 4.800000 1000.000000
14.000000 4.800000 22.400000 4.800000 1000.000000
14.000000 4.800000 25.200000 4.800000 1000.000000
14.000000 4.800000 28.000000 4.800000 1000.000000

14.000000 4.800000 0.000000 7.200000 1000.000000
14.000000 4.800000 2.800000 7.200000 1000.000000
14.000000 4.800000 5.600000 7.200000 1000.000000
14.000000 4.800000 8.400000 7.200000 1000.000000
14.000000 4.800000 11.200000 7.200000 1000.000000
14.000000 4.800000 14.000000 7.200000 1000.000000
14.000000 4.800000 16.800000 7.200000 1000.000000
14.000000 4.800000 19.600000 7.200000 1000.000000
14.000000 4.800000 22.400000 7.200000 1000.000000
14.000000 4.800000 25.200000 7.200000 1000.000000
14.000000 4.800000 28.000000 7.200000 1000.000000

14.000000 4.800000 0.000000 9.600000 1000.000000
14.000000 4.800000 2.800000 9.600000 1000.000000
14.000000 4.800000 5.600000 9.600000 1000.000000
14.000000 4.800000 8.400000 9.600000 1000.000000
14.000000 4.800000 11.200000 9.600000 1000.000000
14.000000 4.800000 14.000000 9.600000 1000.000000
14.000000 4.800000 16.800000 9.600000 1000.000000
14.000000 4.800000 19.600000 9.600000 1000.000000
14.000000 4.800000 22.400000 9.600000 1000.000000
14.000000 4.800000 25.200000 9.600000 1000.000000
14.000000 4.800000 28.000000 9.600000 1000.000000

14.000000 4.800000 0.000000 12.000000 1000.000000
14.000000 4.800000 2.800000 12.000000 1000.000000
14.000000 4.800000 5.600000 12.000000 1000.000000
14.000000 4.800000 8.400000 12.000000 1000.000000
14.000000 4.800000 11.200000 12.000000 1000.000000
14.000000 4.800000 14.000000 12.000000 1000.000000
14.000000 4.800000 16.800000 12.000000 1000.000000
14.000000 4.800000 19.600000 12.000000 1000.000000
14.000000 4.800000 22.400000 12.000000 1000.000000
14.000000 4.800000 25.200000 12.000000 1000.000000
14.000000 4.800000 28.000000 12.000000 1000.000000

14.000000 4.800000 0.000000 14.400000 1000.000000
14.000000 4.800000 2.800000 14.400000 1000.000000
14.000000 4.800000 5.600000 14.400000 1000.000000
14.000000 4.800000 8.400000 14.400000 1000.000000
14.000000 4.800000 11.200000 14.400000 1000.000000
14.000000 4.800000 14.000000 14.400000 1000.000000
14.000000 4.800000 16.800000 14.400000 1000.000000
14.000000 4.800000 19.600000 14.400000 1000.000000
14.000000 4.800000 22.400000 14.400000 1000.000000
14.000000 4.800000 25.200000 14.400000 1000.000000
14.000000 4.800000 28.000000 14.400000 1000.000000

14.000000 4.800000 0.000000 16.800000 1000.000000
14.000000 4.800000 2.800000 16.800000 1000.000000
14.000000 4.800000 5.600000 16.800000 1000.000000
14.000000 4.800000 8.400000 16.800000 1000.000000
14.000000 4.800000 11.200000 16.800000 1000.000000
14.000000 4.800000 14.000000 16.800000 1000.000000
14.000000 4.800000 16.800000 16.800000 1000.000000
14.000000 4.800000 19.600000 16.800000 1000.000000
14.000000 4.800000 22.400000 16.800000 1000.000000
14.000000 4.800000 25.200000 16.800000 1000.000000
14.000000 4.800000 28.000000 16.800000 1000.000000

14.000000 4.800000 0.000000 19.200000 1000.000000
14.000000 4.800000 2.800000 19.200000 1000.000000
14.000000 4.800000 5.600000 19.200000 1000.000000
14.000000 4.800000 8.400000 19.200000 1000.000000
14.000000 4.800000 11.200000 19.200000 1000.000000
14.000000 4.800000 14.000000 19.200000 1000.000000
14.000000 4.800000 16.800000 19.200000 1000.000000
14.000000 4.800000 19.600000 19.200000 1000.000000
14.000000 4.800000 22.400000 19.200000 1000.000000
14.000000 4.800000 25.200000 19.200000 1000.000000
14.000000 4.800000 28.000000 19.200000 1000.000000

14.000000 4.800000 0.000000 21.600000 1000.000000
14.000000 4.800000 2.800000 21.600000 1000.000000
14.000000 4.800000 5.600000 21.600000 1000.000000
14.000000 4.800000 8.400000 21.600000 1000.000000
14.000000 4.800000 11.200000 21.600000 1000.000000
14.000000 4.800000 14.000000 21.600000 1000.000000
14.000000 4.800000 16.800000 21.600000 1000.000000
14.000000 4.800000 19.600000 21.600000 1000.000000
14.000000 4.800000 22.400000 21.600000 1000.000000
14.000000 4.800000 25.200000 21.600000 1000.000000
14.000000 4.800000 28.000000 21.600000 1000.000000

14.000000 4.800000 0.000000 24.000000 1000.000000
14.000000 4.800000 2.800000 24.000000 1000.000000
14.000000 4.800000 5.600000 24.000000 1000.000000
14.000000 4.800000 8.400000 24.000000 1000.000000
14.000000 4.800000 11.200000 24.000000 1000.000000
14.000000 4.800000 14.000000 24.000000 1000.000000
14.000000 4.800000 16.800000 24.000000 1000.000000
14.000000 4.800000 19.600000 24.000000 1000.000000
14.000000 4.800000 22.400000 24.000000 1000.000000
14.000000 4.800000 25.200000 24.000000 1000.000000
14.000000 4.800000 28.000000 24.000000 1000.000000

16.800000 4.800000 0.000000 0.000000 166.426544
16.800000 4.800000 2.800000 0.000000 290.506409
16.800000 4.800000 5.600000 0.000000 286.313354
16.800000 4.800000 8.400000 0.000000 277.312927
16.800000 4.800000 11.200000 0.000000 277.153687
16.800000 4.800000 14.000000 0.000000 277.682953
16.800000 4.800000 16.800000 0.000000 277.517731
16.800000 4.800000 19.600000 0.000000 277.682953
16.800000 4.800000 22.400000 0.000000 277.153687
16.800000 4.800000 25.200000 0.000000 285.175842
16.800000 4.800000 28.000000 0.000000 137.252625

16.800000 4.800000 0.000000 2.400000 293.824524
16.800000 4.800000 2.800000 2.400000 153.126694
16.800000 4.800000 5.600000 2.400000 149.395660
16.800000 4.800000 8.400000 2.400000 143.963669
16.800000 4.800000 11.200000 2.400000 133.295074
16.800000 4.800000 14.000000 2.400000 125.977524
16.800000 4.800000 16.800000 2.400000 128.710922
16.800000 4.800000 19.600000 2.400000 125.977524
16.800000 4.800000 22.400000 2.400000 143.186707
16.800000 4.800000 25.200000 2.400000 149.881958
16.800000 4.800000 28.000000 2.400000 167.749664

16.800000 4.800000 0.000000 4.800000 293.826630
16.800000 4.800000 2.800000 4.800000 165.722824
16.800000 4.800000 5.600000 4.800000 149.095230
16.800000 4.800000 8.400000 4.800000 171.258606
16.800000 4.800000 11.200000 4.800000 117.783607
16.800000 4.800000 14.000000 4.800000 1000.000000
16.800000 4.800000 16.800000 4.800000 0.000000
16.800000 4.800000 19.600000 4.800000 127.342133
16.800000 4.800000 22.400000 4.800000 118.436035
16.800000 4.800000 25.200000 4.800000 155.345383
16.800000 4.800000 28.000000 4.800000 167.917923

16.800000 4.800000 0.000000 7.200000 293.824524
16.800000 4.800000 2.800000 7.200000 165.626053
16.800000 4.800000 5.600000 7.200000 149.009674
16.800000 4.800000 8.400000 7.200000 170.933853
16.800000 4.800000 11.200000 7.200000 117.481514
16.800000 4.800000 14.000000 7.200000 1000.000000
16.800000 4.800000 16.800000 7.200000 47.648450
16.800000 4.800000 19.600000 7.200000 125.589691
16.800000 4.800000 22.400000 7.200000 118.160980
16.800000 4.800000 25.200000 7.200000 155.114243
16.800000 4.800000 28.000000 7.200000 167.749664

16.800000 4.800000 0.000000 9.600000 294.039948
16.800000 4.800000 2.800000 9.600000 165.356369
16.800000 4.800000 5.600000 9.600000 148.780136
16.800000 4.800000 8.400000 9.600000 170.098495
16.800000 4.800000 11.200000 9.600000 116.890121
16.800000 4.800000 14.000000 9.600000 1000.000000
16.800000 4.800000 16.800000 9.600000 53.669050
16.800000 4.800000 19.600000 9.600000 123.345322
